"event","pathogen","start_date","end_date","country","cuml_cases","cuml_confirmed_cases","cuml_deaths","cuml_confirmed_deaths","source"
"Circulating vaccine-derived poliovirus type 2_Nigeria_2016","Poliovirus","2016-10-06","2016-10-06","",1,"1","","","WHO DON"
"Circulating vaccine-derived poliovirus type 2_Nigeria_2016","Poliovirus","2016-10-06","2016-10-06","Nigeria",1,"1","","","WHO DON"
"Circulating vaccine-derived poliovirus type 2_Nigeria_2018","Poliovirus","2018-04-15","2020-12-31","",262,"262","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Nigeria_2018","Poliovirus","2019-07-07","2020-11-30","Benin",11,"11","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Nigeria_2018","Poliovirus","2019-11-30","2020-12-31","Burkina Faso",29,"29","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Nigeria_2018","Poliovirus","2019-09-09","2020-12-15","Chad",36,"36","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Nigeria_2018","Poliovirus","2020-01-01","2020-10-18","Côte d'Ivoire",62,"62","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Nigeria_2018","Poliovirus","2019-07-23","2020-03-09","Ghana",30,"30","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Nigeria_2018","Poliovirus","2018-07-18","2020-08-25","Niger",21,"21","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Nigeria_2018","Poliovirus","2018-04-15","2020-12-10","Nigeria",60,"60","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Nigeria_2018","Poliovirus","2019-09-13","2020-05-03","Togo",13,"13","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Pakistan_2016","Poliovirus","2016-12-01","2016-12-31","",1,"1","","","WHO DON"
"Circulating vaccine-derived poliovirus type 2_Pakistan_2016","Poliovirus","2016-12-01","2016-12-31","Pakistan",1,"1","","","WHO DON"
"Circulating vaccine-derived poliovirus type 2_Pakistan_2019","Poliovirus","2019-07-07","2019-11-03","",11,"11","","","WHO DON"
"Circulating vaccine-derived poliovirus type 2_Pakistan_2019","Poliovirus","2019-07-07","2019-11-03","Pakistan",11,"11","","","WHO DON"
"Circulating vaccine-derived poliovirus type 2_Pakistan_2020","Poliovirus","2020-01-01","2020-12-31","",335,"335","","","WHO DON"
"Circulating vaccine-derived poliovirus type 2_Pakistan_2020","Poliovirus","2020-01-01","2020-12-31","Afghanistan",199,"199","","","WHO DON"
"Circulating vaccine-derived poliovirus type 2_Pakistan_2020","Poliovirus","2020-01-01","2020-12-31","Pakistan",135,"135","","","WHO DON"
"Circulating vaccine-derived poliovirus type 2_Pakistan_2020","Poliovirus","2020-11-22","2020-11-22","Tajikistan",1,"1","","","WHO DON"
"Circulating vaccine-derived poliovirus type 2_Philippines_2019","Poliovirus","2019-06-26","2020-01-15","",14,"14","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Philippines_2019","Poliovirus","2019-06-26","2020-01-15","Philippines",14,"14","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Sierra Leone_2020","Poliovirus","2020-01-01","2020-12-31","",10,"10","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Sierra Leone_2020","Poliovirus","2020-01-01","2020-12-31","Sierra Leone",10,"10","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Somalia_2019","Poliovirus","2019-03-15","2020-11-10","",21,"21","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Somalia_2019","Poliovirus","2019-05-20","2019-09-09","Ethiopia",4,"4","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Somalia_2019","Poliovirus","2019-03-15","2020-11-10","Somalia",17,"17","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Syria_2017","Poliovirus","2017-03-03","2017-09-21","",74,"74","","","UNICEF Syria cVDPV2 Outbreak Situation Report"
"Circulating vaccine-derived poliovirus type 2_Syria_2017","Poliovirus","2017-03-03","2017-09-21","Syria",74,"74","","","UNICEF Syria cVDPV2 Outbreak Situation Report"
"Circulating vaccine-derived poliovirus type 2_Togo_2019","Poliovirus","2019-10-29","2020-12-31","",45,"45","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Togo_2019","Poliovirus","2020-06-11","2020-12-31","Burkina Faso",40,"40","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Togo_2019","Poliovirus","2020-01-01","2020-03-18","Côte d'Ivoire",1,"1","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Togo_2019","Poliovirus","2019-10-29","2020-02-01","Togo",4,"4","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Yemen_2016","Poliovirus","2016-06-01","2016-06-30","",1,"1","","","WHO DON"
"Circulating vaccine-derived poliovirus type 2_Yemen_2016","Poliovirus","2016-06-01","2016-06-30","Yemen",1,"1","","","WHO DON"
"Circulating vaccine-derived poliovirus type 2_Zambia_2019","Poliovirus","2019-07-16","2019-11-25","",2,"2","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus type 2_Zambia_2019","Poliovirus","2019-07-16","2019-11-25","Zambia",2,"2","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus_Somalia_2018","Poliovirus","2018-01-01","2018-09-07","",13,"13","","","Global Polio Eradication Initiative"
"Circulating vaccine-derived poliovirus_Somalia_2018","Poliovirus","2018-01-01","2018-09-07","Somalia",13,"13","","","Global Polio Eradication Initiative"
"Clostridium botulinum_Kyrgyzstan_2020_Unspecified foods","Clostridium botulinum","2020-01-01","2020-10-31","",57,"","","","Kyrgyz Republic Ministry of Health News"
"Clostridium botulinum_Kyrgyzstan_2020_Unspecified foods","Clostridium botulinum","2020-01-01","2020-10-31","Kyrgyzstan",57,"","","","Kyrgyz Republic Ministry of Health News"
"Clostridium botulinum_South Korea_2019","Clostridium botulinum","2019-06-04","2019-06-04","",1,"1","0","","Korean CDC Press Release"
"Clostridium botulinum_South Korea_2019","Clostridium botulinum","2019-06-04","2019-06-04","South Korea",1,"1","0","","Korean CDC Press Release"
"Clostridium botulinum_Spain_2019_Canned tuna","Clostridium botulinum","2019-08-09","2019-08-09","",4,"","","","Spain AECOSAN News"
"Clostridium botulinum_Spain_2019_Canned tuna","Clostridium botulinum","2019-08-09","2019-08-09","Spain",4,"","","","Spain AECOSAN News"
"Clostridium botulinum_Ukraine_2017_Salted Fish","Clostridium botulinum","2017-03-17","2017-08-15","",92,"","9","","Multisource Fusion"
"Clostridium botulinum_Ukraine_2017_Salted Fish","Clostridium botulinum","2017-03-17","2017-08-15","Ukraine",92,"","9","","Multisource Fusion"
"Clostridium botulinum_Vietnam_2020_Pate","Clostridium botulinum","2020-07-13","2020-08-18","",9,"","","","Vietnam MoH Food Safety Bureau"
"Clostridium botulinum_Vietnam_2020_Pate","Clostridium botulinum","2020-07-13","2020-08-18","Vietnam",9,"","","","Vietnam MoH Food Safety Bureau"
"Coccidioides sp._United States_2017","Coccidioides sp.","2017-01-01","2017-12-31","",15017,"","","","Multisource Fusion"
"Coccidioides sp._United States_2017","Coccidioides sp.","2017-01-01","2017-12-31","United States",15017,"","","","Multisource Fusion"
"Coccidioides sp._United States_2018","Coccidioides sp.","2017-12-31","2018-12-29","",15742,"","","","Multisource Fusion"
"Coccidioides sp._United States_2018","Coccidioides sp.","2017-12-31","2018-12-29","United States",15742,"","","","Multisource Fusion"
"Coccidioides sp._United States_2019","Coccidioides sp.","2018-12-30","2019-12-28","",18536,"","","","CDC National Notifiable Infectious Diseases"
"Coccidioides sp._United States_2019","Coccidioides sp.","2018-12-30","2019-12-28","United States",18536,"","","","CDC National Notifiable Infectious Diseases"
"Congenital Zika syndrome_Angola_2017","Congenital Zika syndrome","2017-01-01","2018-05-31","",72,"","","","Multisource Fusion"
"Congenital Zika syndrome_Angola_2017","Congenital Zika syndrome","2017-01-01","2018-05-31","Angola",72,"","","","Multisource Fusion"
"Congenital Zika syndrome_Barbados_2017","Congenital Zika syndrome","2017-04-21","2018-01-04","",1,"1","","","Multisource Fusion"
"Congenital Zika syndrome_Barbados_2017","Congenital Zika syndrome","2017-04-21","2018-01-04","Barbados",1,"1","","","Multisource Fusion"
"Congenital Zika syndrome_Bolivia_2016","Congenital Zika syndrome","2016-11-02","2018-01-04","",14,"14","","","Multisource Fusion"
"Congenital Zika syndrome_Bolivia_2016","Congenital Zika syndrome","2016-11-02","2018-01-04","Bolivia",14,"14","","","Multisource Fusion"
"Congenital Zika syndrome_Brazil_2015","Congenital Zika syndrome","2015-10-22","2018-01-04","",2952,"2952","216","","Multisource Fusion"
"Congenital Zika syndrome_Brazil_2015","Congenital Zika syndrome","2015-10-22","2018-01-04","Brazil",2952,"2952","216","","Multisource Fusion"
"Congenital Zika syndrome_Collectivity of Saint Martin_2017","Congenital Zika syndrome","2017-02-10","2018-01-04","",1,"1","","","Multisource Fusion"
"Congenital Zika syndrome_Collectivity of Saint Martin_2017","Congenital Zika syndrome","2017-02-10","2018-01-04","Saint Martin",1,"1","","","Multisource Fusion"
"Congenital Zika syndrome_Colombia_2016","Congenital Zika syndrome","2016-01-04","2018-01-04","",248,"248","","","Multisource Fusion"
"Congenital Zika syndrome_Colombia_2016","Congenital Zika syndrome","2016-01-04","2018-01-04","Colombia",248,"248","","","Multisource Fusion"
"Congenital Zika syndrome_Dominican Republic_2016","Congenital Zika syndrome","2016-08-24","2018-01-04","",85,"85","","","Multisource Fusion"
"Congenital Zika syndrome_Dominican Republic_2016","Congenital Zika syndrome","2016-08-24","2018-01-04","Dominican Republic",85,"85","","","Multisource Fusion"
"Congenital Zika syndrome_Ecuador_2017","Congenital Zika syndrome","2017-04-07","2018-01-04","",14,"14","","","Multisource Fusion"
"Congenital Zika syndrome_Ecuador_2017","Congenital Zika syndrome","2017-04-07","2018-01-04","Ecuador",14,"14","","","Multisource Fusion"
"Congenital Zika syndrome_French Guiana_2016","Congenital Zika syndrome","2016-06-20","2018-01-04","",1,"1","","","Multisource Fusion"
"Congenital Zika syndrome_French Guiana_2016","Congenital Zika syndrome","2016-06-20","2018-01-04","French Guiana",1,"1","","","Multisource Fusion"
"Congenital Zika syndrome_Guatemala_2016","Congenital Zika syndrome","2016-09-21","2018-01-04","",140,"140","","","Multisource Fusion"
"Congenital Zika syndrome_Guatemala_2016","Congenital Zika syndrome","2016-09-21","2018-01-04","Guatemala",140,"140","","","Multisource Fusion"
"Congenital Zika syndrome_Guyana_2017","Congenital Zika syndrome","2017-08-11","2018-01-04","",3,"3","","","Multisource Fusion"
"Congenital Zika syndrome_Guyana_2017","Congenital Zika syndrome","2017-08-11","2018-01-04","Guyana",3,"3","","","Multisource Fusion"
"Congenital Zika syndrome_Martinique_2016","Congenital Zika syndrome","2016-03-30","2018-01-04","",5,"5","","","Multisource Fusion"
"Congenital Zika syndrome_Martinique_2016","Congenital Zika syndrome","2016-03-30","2018-01-04","Martinique",5,"5","","","Multisource Fusion"
"Congenital Zika syndrome_Mexico_2017","Congenital Zika syndrome","2017-02-09","2018-01-04","",20,"20","","","Multisource Fusion"
"Congenital Zika syndrome_Mexico_2017","Congenital Zika syndrome","2017-02-09","2018-01-04","Mexico",20,"20","","","Multisource Fusion"
"Congenital Zika syndrome_Panama_2015","Congenital Zika syndrome","2015-12-24","2016-03-17","",1,"1","1","1","WHO DON"
"Congenital Zika syndrome_Panama_2015","Congenital Zika syndrome","2015-12-24","2016-03-17","Panama",1,"1","1","1","WHO DON"
"Congenital Zika syndrome_Puerto Rico_2016","Congenital Zika syndrome","2016-05-18","2018-01-04","",47,"47","","","Multisource Fusion"
"Congenital Zika syndrome_Puerto Rico_2016","Congenital Zika syndrome","2016-05-18","2018-01-04","Puerto Rico",47,"47","","","Multisource Fusion"
"Congenital Zika syndrome_United States_2016","Congenital Zika syndrome","2016-01-08","2018-01-04","",102,"102","","","Multisource Fusion"
"Congenital Zika syndrome_United States_2016","Congenital Zika syndrome","2016-01-08","2018-01-04","United States",102,"102","","","Multisource Fusion"
"Corynebacterium diphtheriae_Bangladesh_2017","Corynebacterium diphtheriae","2017-11-03","2017-12-12","",804,"","15","","WHO DON"
"Corynebacterium diphtheriae_Bangladesh_2017","Corynebacterium diphtheriae","2017-11-03","2017-12-12","Bangladesh",804,"","15","","WHO DON"
"Corynebacterium diphtheriae_Brazil_2017","Corynebacterium diphtheriae","2017-01-01","2018-04-07","",10,"4","","","PAHO"
"Corynebacterium diphtheriae_Brazil_2017","Corynebacterium diphtheriae","2017-01-01","2018-04-07","Brazil",10,"4","","","PAHO"
"Corynebacterium diphtheriae_Indonesia_2017","Corynebacterium diphtheriae","2017-01-01","2017-02-28","",53,"","3","","Media"
"Corynebacterium diphtheriae_Indonesia_2017","Corynebacterium diphtheriae","2017-01-01","2017-02-28","Indonesia",53,"","3","","Media"
"Corynebacterium diphtheriae_Pakistan_2020","Corynebacterium diphtheriae","2020-01-01","2020-12-31","",341,"","32","","WHO EMRO Epidemiological Bulletins"
"Corynebacterium diphtheriae_Pakistan_2020","Corynebacterium diphtheriae","2020-01-01","2020-12-31","Pakistan",341,"","32","","WHO EMRO Epidemiological Bulletins"
"Corynebacterium diphtheriae_Sudan_2019","Corynebacterium diphtheriae","2019-08-11","2020-02-23","",114,"","14","","WHO EMRO Weekly Epidemiological Monitor"
"Corynebacterium diphtheriae_Sudan_2019","Corynebacterium diphtheriae","2019-08-11","2020-02-23","Sudan",114,"","14","","WHO EMRO Weekly Epidemiological Monitor"
"Corynebacterium diphtheriae_Thailand_2019","Corynebacterium diphtheriae","2019-01-01","2019-12-31","",17,"","5","","Thailand DDC National Disease Surveillance Reports"
"Corynebacterium diphtheriae_Thailand_2019","Corynebacterium diphtheriae","2019-01-01","2019-12-31","Thailand",17,"","5","","Thailand DDC National Disease Surveillance Reports"
"Corynebacterium diphtheriae_Venezuela_2016","Corynebacterium diphtheriae","2016-07-10","2020-08-22","",3173,"1800","298","298","Multisource Fusion"
"Corynebacterium diphtheriae_Venezuela_2016","Corynebacterium diphtheriae","2017-11-04","2018-04-07","Brazil",2,"1","1","1","Multisource Fusion"
"Corynebacterium diphtheriae_Venezuela_2016","Corynebacterium diphtheriae","2018-01-02","2019-10-12","Colombia",57,"9","3","3","Multisource Fusion"
"Corynebacterium diphtheriae_Venezuela_2016","Corynebacterium diphtheriae","2016-07-10","2020-08-22","Venezuela",3114,"1790","294","294","Multisource Fusion"
"Corynebacterium diphtheriae_Yemen_2017","Corynebacterium diphtheriae","2017-08-13","2021-01-02","",6765,"17","433","","Multisource Fusion"
"Corynebacterium diphtheriae_Yemen_2017","Corynebacterium diphtheriae","2017-08-13","2021-01-02","Yemen",6765,"17","433","","Multisource Fusion"
"Coxiella burnetii_Australia_2019","Coxiella burnetii","2019-01-01","2019-12-31","",222,"","","","NSW Government Infectious Disease Notifications"
"Coxiella burnetii_Australia_2019","Coxiella burnetii","2019-01-01","2019-12-31","Australia",222,"","","","NSW Government Infectious Disease Notifications"
"Coxiella burnetii_Australia_2020","Coxiella burnetii","2020-01-01","2020-12-31","",425,"","","","Australia DOH National Notifiable Diseases Surveillance System"
"Coxiella burnetii_Australia_2020","Coxiella burnetii","2020-01-01","2020-12-31","Australia",425,"","","","Australia DOH National Notifiable Diseases Surveillance System"
"Coxiella burnetii_Chile_2017","Coxiella burnetii","2017-07-15","2018-03-08","",213,"43","","","Multisource Fusion"
"Coxiella burnetii_Chile_2017","Coxiella burnetii","2017-07-15","2018-03-08","Chile",213,"43","","","Multisource Fusion"
"Crimean-Congo hemorrhagic fever virus_Afghanistan_2017","Crimean-Congo hemorrhagic fever virus","2017-01-01","2020-01-17","",1310,"","163","","Multisource Fusion"
"Crimean-Congo hemorrhagic fever virus_Afghanistan_2017","Crimean-Congo hemorrhagic fever virus","2017-01-01","2020-01-17","Afghanistan",1310,"","163","","Multisource Fusion"
"Crimean-Congo hemorrhagic fever virus_India_2019","Crimean-Congo hemorrhagic fever virus","2019-08-22","2019-09-10","",34,"10","5","5","Media"
"Crimean-Congo hemorrhagic fever virus_India_2019","Crimean-Congo hemorrhagic fever virus","2019-08-22","2019-09-10","India",34,"10","5","5","Media"
"Crimean-Congo hemorrhagic fever virus_Iran_2017","Crimean-Congo hemorrhagic fever virus","2017-03-21","2017-09-24","",120,"","8","","Multisource Fusion"
"Crimean-Congo hemorrhagic fever virus_Iran_2017","Crimean-Congo hemorrhagic fever virus","2017-03-21","2017-09-24","Iran",120,"","8","","Multisource Fusion"
"Crimean-Congo hemorrhagic fever virus_Iran_2018","Crimean-Congo hemorrhagic fever virus","2018-03-21","2018-07-30","",56,"","7","","Media"
